证券代码,证券简称,"经营活动产生的现金流量净额/流动负债
[报告期] 2017一季","经营活动产生的现金流量净额/流动负债
[报告期] 2017中报","经营活动产生的现金流量净额/流动负债
[报告期] 2017三季","经营活动产生的现金流量净额/流动负债
[报告期] 2017年报","经营活动产生的现金流量净额/流动负债
[报告期] 2018一季","经营活动产生的现金流量净额/流动负债
[报告期] 2018中报","资产负债率
[报告期] 2017一季
[单位] %","资产负债率
[报告期] 2017中报
[单位] %","资产负债率
[报告期] 2017三季
[单位] %","资产负债率
[报告期] 2017年报
[单位] %","资产负债率
[报告期] 2018一季
[单位] %","资产负债率
[报告期] 2018中报
[单位] %","债项评级
[交易日期] 2018-09-14
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-06-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-03-30
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-12-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-09-29
[评级机构] 全部评级机构","估价收益率(上清所)
[日期] 2018-09-14","估价收益率(上清所)
[日期] 2018-06-29","估价收益率(上清所)
[日期] 2018-03-30","估价收益率(上清所)
[日期] 2017-12-29","估价收益率(上清所)
[日期] 2017-09-29","估价修正久期(上清所)
[日期] 2018-09-14","估价修正久期(上清所)
[日期] 2018-06-29","估价修正久期(上清所)
[日期] 2018-03-30","估价修正久期(上清所)
[日期] 2017-12-29","估价修正久期(上清所)
[日期] 2017-09-29"
112286.SZ,15海伟01,,0.2318,,0.3505,,0.0663,,36.4665,,33.2748,,34.448,AA+,AA+,AA+,AA+,AA+,7.4666,7.5259,7.2424,7.2257,6.6064,1.011,1.2063,1.4436,1.6765,1.8101
112287.SZ,15海投债,-0.2994,-0.2023,-0.2137,0.0033,0.0032,0.0644,55.5394,57.0419,57.5153,57.2248,57.4448,58.0182,AA+,AA+,AA+,AA+,AA+,19.3208,20.3618,14.2804,8.957,8.4786,0.0968,0.2912,0.5176,0.7537,0.9191
112288.SZ,15证通01,-0.2901,-0.3741,-0.2676,-0.401,-0.0943,-0.1312,44.9514,44.975,52.3517,47.2115,50.3532,50.092,AAA,AAA,AAA,AAA,AAA,6.3151,6.2896,6.2928,6.3975,6.1867,0.0941,0.2931,0.5275,0.7596,0.9428
112289.SZ,15顺鑫02,0.0831,0.0768,0.0798,0.3023,0.1206,0.1999,61.8511,61.6479,60.495,61.2907,58.2874,59.0641,AA+,AA+,AA,AA,AA,4.0438,4.3068,4.5158,4.7959,4.7333,0.1072,0.3047,0.539,0.7707,0.9733
112290.SZ,15证通02,-0.2901,-0.3741,-0.2676,-0.401,-0.0943,-0.1312,44.9514,44.975,52.3517,47.2115,50.3532,50.092,AAA,AAA,AAA,AAA,AAA,5.9704,6.0526,6.1491,6.3337,6.1846,0.1168,0.3143,0.5474,0.7779,0.9628
112291.SZ,15渝外贸,0.0101,0.0174,0.0247,0.0384,-0.033,-0.0279,77.9744,78.1884,77.7804,74.4711,75.793,76.6753,AA+,AA+,AA+,AA+,AA+,5.4403,6.2921,6.2074,6.5899,5.84,1.9015,2.083,2.3196,2.5444,2.6601
112292.SZ,16冀中01,-0.0196,0.0576,0.1687,0.2903,0.0186,0.0399,53.1733,53.3809,54.6741,54.5199,52.9023,53.2252,AAA,AAA,AAA,AAA,AAA,5.039,5.2284,5.2085,5.3838,5.1037,0.499,0.6955,0.9329,1.1163,1.3612
112293.SZ,15深爱01,-0.0621,-0.1303,-0.3335,-0.2452,0.0795,0.2565,47.5411,58.7639,60.1561,55.5532,53.9544,59.2991,AA,AA,AA,AA,AA,4.202,4.9162,5.1664,5.6575,5.1868,0.1633,0.3685,0.6051,0.8328,1.0122
112294.SZ,15海伟02,,0.2318,,0.3505,,0.0663,,36.4665,,33.2748,,34.448,AA+,AA+,AA+,AA+,AA+,7.3654,7.4453,7.1649,7.5024,6.8799,1.0993,1.2944,1.5321,1.7572,1.8905
112295.SZ,15司尔债,-0.2901,-0.3963,-0.2004,0.0846,-0.1104,-0.1578,32.0165,27.4439,27.9993,24.6962,31.205,32.3031,AA,AA,AA,AA,AA,4.9072,5.0558,5.1647,5.1824,4.9814,0.171,0.369,0.6039,0.8406,1.0378
112297.SZ,15粤科债,,0.0224,0.0373,0.0961,,0.0684,,60.905,60.3449,57.2024,,41.399,AAA,AAA,AA+,AA+,AA+,4.5457,4.907,5.0882,5.3047,4.9025,1.9801,2.1677,2.3978,2.6258,2.7571
112299.SZ,15中利债,-0.0244,-0.0514,-0.061,-0.0339,-0.0223,-0.0102,76.8915,77.571,78.7864,70.903,67.8153,68.0218,AA,AA,AA,AA,AA,6.3934,6.4217,6.429,6.5692,6.3521,0.1974,0.3952,0.6293,0.8601,1.0424
112300.SZ,15立业债,0.0082,0.0222,0.0035,0.0187,0.0032,0.1498,56.4808,58.9867,56.9557,55.8751,55.0815,52.7793,AA,AA,AA,AA,AA,5.2138,5.4983,5.7475,6.0894,6.053,0.2122,0.407,0.6376,0.865,1.0559
112301.SZ,15中武债,-0.0117,0.0145,0.0472,-0.2585,-0.1538,-0.1847,78.9626,80.9429,81.3469,64.0025,62.3854,63.7625,AA,AA,AA,AA,AA,5.3726,5.7011,5.7336,5.9471,5.5276,1.9697,2.1571,2.3916,2.6183,2.7304
112302.SZ,15东网债,-0.2096,-0.1986,-0.2136,0.0509,-0.0822,-0.1125,40.1732,41.5302,41.999,41.0451,39.6667,43.9834,AAA,AAA,AAA,AAA,AAA,4.5889,5.165,5.3139,5.8231,5.3276,0.2331,0.4365,0.6711,0.8959,0.6352
112304.SZ,15长影01,,-0.0306,,-0.111,,0.2658,,59.5978,,59.3703,,63.0126,AA,AA,AA,AA,AA,4.1167,4.3084,4.4158,4.6448,4.4587,0.2301,0.4285,0.665,0.8979,1.5393
112305.SZ,15长影02,,-0.0306,,-0.111,,0.2658,,59.5978,,59.3703,,63.0126,AA,AA,AA,AA,AA,4.1787,4.4109,4.5501,4.8093,4.6664,0.2395,0.4371,0.6725,0.9043,1.1076
112306.SZ,15泛控01,-0.2126,-0.1667,-0.2489,-0.2146,0.0336,0.0382,85.632,85.748,86.1428,85.357,85.66,85.533,AA+,AA+,AA+,AA+,AA+,6.6764,7.5654,6.4592,6.2985,6.221,0.2284,0.4088,0.664,0.902,1.0907
112307.SZ,15投资01,,0.0001,,0.2834,,0.0461,,82.4093,,83.8898,,83.7323,AAA,AAA,AAA,AAA,AAA,4.0555,4.3732,4.5499,4.7538,4.4336,2.0688,2.2562,2.4861,2.7141,2.8658
112308.SZ,15银亿01,-0.0343,0.0173,0.0421,0.0733,0.025,0.0733,68.8852,67.9243,67.3396,57.8371,56.1168,61.8904,AA,AA,AA,AA,AA,7.4683,7.6663,7.1465,7.2878,7.0484,0.252,0.4444,0.6873,0.9167,1.092
112309.SZ,15花样02,,0.0455,,0.0165,,-0.0296,,62.1048,,67.2327,,70.5249,AA,AA,AA,AA,AA,7.4272,7.5872,7.7039,7.1397,6.7916,0.2682,0.4614,0.6906,1.2676,1.5139
112310.SZ,16美的债,,-0.0693,,-0.0315,,-0.0469,,90.2796,,86.5862,,87.8697,AA+,AA+,AA+,AA+,AA+,3.4849,4.666,4.8275,5.3958,4.7779,0.3063,0.5082,0.7423,0.9251,1.1687
112311.SZ,16昆仑01,,0.055,,0.1194,,0.1248,,67.9414,,65.0432,,61.9704,AA,AA,AA,AA,AA,7.6281,8.0243,8.1213,8.6782,8.1115,0.3103,0.5072,0.7318,0.8743,1.1098
112312.SZ,16徐工01,0.0334,0.0802,0.0984,0.1508,0.0306,0.0772,54.4735,54.1422,52.8509,51.6661,53.712,54.096,AAA,AAA,AAA,AAA,AAA,3.6891,4.0164,4.2788,4.6191,4.539,0.3092,0.5053,0.7386,0.9357,1.1764
112313.SZ,16铁汉01,0.0408,0.0251,-0.0414,-0.0871,-0.0451,0.0086,54.6101,61.7762,65.1937,68.682,69.9027,70.5394,AA,AA,AA,AA,AA,5.5398,5.7501,5.8983,6.1852,5.3366,0.3076,0.5029,0.7352,0.9157,1.5946
112314.SZ,16华南01,-0.0074,-0.0297,0.0018,-0.0373,0.0667,0.0941,68.0573,67.3706,67.242,67.5052,65.9622,66.5887,AA+,AA+,AA+,AA+,AA+,36.9771,20.9303,10.7158,9.3999,8.831,0.2975,0.4894,0.7322,0.8985,1.1325
112315.SZ,16宝龙债,0.0232,0.0166,0.0319,0.0991,-0.0019,-0.007,58.9224,57.4348,56.6006,56.3247,57.3413,64.7677,AA+,AA+,AA+,AA+,AA+,6.0406,6.0559,6.0094,6.1403,5.8949,0.3256,0.5241,0.7603,0.9372,1.1788
112316.SZ,16航空债,,0.0688,,0.1052,,0.0717,,53.3892,,52.6525,,50.4332,AAA,AAA,AAA,AAA,AAA,6.3253,6.7501,7.1186,5.7167,5.4295,0.3102,0.4997,0.7249,0.9429,1.6055
112317.SZ,16太安01,,0.0785,,-0.0802,,-0.0127,,49.3648,,54.8501,,55.0219,AA,AA,AA,AA,AA,4.6696,5.0721,4.209,4.4409,4.2537,0.3184,0.5113,0.7693,0.9654,1.2095
112318.SZ,16白药01,,0.1243,,-0.009,,0.2861,,21.8485,,32.3556,,31.7034,AAA,AAA,AAA,AAA,AAA,3.2612,3.6596,3.9872,4.385,4.3518,0.3287,0.524,0.7564,0.9577,1.1975
112320.SZ,16蓝标债,0.0053,-0.0023,-0.0366,-0.016,-0.0105,0.0236,57.7814,59.145,58.4295,62.0787,63.1166,62.199,AA,AA,AA,AA,AA,6.1284,6.6774,5.795,5.5637,4.6154,0.2911,0.4782,0.7313,0.936,1.199
112321.SZ,16龙基01,0.2605,0.2309,0.208,0.5175,0.0312,0.1526,69.5933,70.1325,70.5156,69.9067,69.5567,69.3379,AA,AA,AA,AA,AA,5.4277,5.4829,5.4747,5.6376,5.4225,0.3312,0.5301,0.7667,0.9494,1.1914
112322.SZ,16涪陵01,0.0318,0.138,0.1762,0.1745,0.036,0.087,37.8057,38.6414,39.9181,40.0984,41.9574,42.8872,AA+,AA+,AA+,AA+,AA+,3.7463,4.1037,4.2473,4.5741,4.4684,0.3328,0.5281,0.764,0.9609,1.2025
112323.SZ,16投资01,,0.0001,,0.2834,,0.0461,,82.4093,,83.8898,,83.7323,AAA,AAA,AAA,AAA,AAA,4.0953,4.4194,4.6052,4.8141,4.4961,2.1457,2.3325,2.5618,2.6863,2.943
112324.SZ,16高鸿债,-0.1879,-0.1782,-0.1647,0.042,-0.2841,-0.2869,57.4785,57.7143,59.5478,57.6465,53.5544,54.7967,AA,AA,AA,AA,AA,4.3594,4.6525,4.7942,5.0825,4.9443,0.335,0.5306,0.7655,0.9563,1.1975
112325.SZ,16中南01,0.0013,-0.0043,-0.0002,-0.0249,-0.0205,0.0114,86.7183,87.9946,89.0413,90.5155,90.7826,89.8558,AA+,AA+,AA+,AA+,AA+,6.3717,6.402,6.3678,6.5117,6.2751,0.3343,0.532,0.7671,0.9405,1.181
112328.SZ,16曲文01,-0.1241,-0.1485,-0.1504,-0.1275,0.0344,0.0015,71.8668,72.7408,73.0387,68.7087,70.9936,70.9435,AA+,AA+,AA+,AA+,AA+,3.8625,5.1139,5.0923,5.6196,4.9305,0.3647,0.5641,0.7965,0.9801,1.2244
112329.SZ,16太安02,,0.0785,,-0.0802,,-0.0127,,49.3648,,54.8501,,55.0219,AA,AA,AA,AA,AA,5.0113,5.2717,5.199,4.8663,4.6474,0.3453,0.5405,0.779,0.9829,1.2269
112330.SZ,16巨轮01,0.0884,0.1207,0.0733,0.1635,0.0067,0.0485,40.5536,42.5393,50.9021,51.6495,52.8928,49.6563,AA,AA,AA,AA,AA,7.1436,6.0552,6.2528,5.7044,5.4759,0.3195,0.5384,0.7688,0.9684,1.2107
112331.SZ,16宝德01,,-0.1755,,-0.1481,,0.0927,,68.4118,,67.2719,,64.336,AA,AA,AA,AA,AA,6.8591,6.9527,6.9899,7.1951,7.014,0.3452,0.5406,0.7729,0.9412,1.1787
112332.SZ,16劲嘉01,,0.0963,,0.4094,,0.1158,,59.9374,,52.4333,,53.0374,AA,AA,AA,AA,AA,6.5146,6.4049,6.2295,6.2615,5.9182,0.365,0.5654,0.8039,0.9765,1.2206
112333.SZ,16鲁焦01,0.2395,0.2479,0.2744,0.1916,0.276,0.1123,39.0509,38.1651,38.806,42.3286,40.9533,41.3481,AAA,AAA,AAA,AAA,AAA,27.9413,10.819,6.4816,6.54,6.1132,0.3397,0.5513,0.7927,0.0793,0.3181
112334.SZ,16国购01,0.0007,0.0013,0.0003,0.0983,0.0054,0.0048,73.5901,73.302,73.8853,74.3623,74.5512,75.3089,AA,AA,AA,AA,AA,7.2718,7.3841,7.4266,7.64,7.4602,0.3539,0.5482,0.7794,0.9435,1.18
112335.SZ,16海资01,,0.0986,,0.2091,,0.1379,,76.5454,,75.9651,,75.1872,AA+,AA+,AA+,AA+,AA+,7.5255,8.2271,8.2016,6.6434,6.4946,0.3332,0.5152,0.7458,0.9614,1.1993
112336.SZ,16太安债,0.0534,0.0246,0.0419,0.0395,-0.0211,-0.0023,33.1655,35.0192,38.056,38.3593,39.1874,38.7909,AA,AA,AA,AA,AA,5.2008,5.7626,5.8095,6.1295,5.4708,2.1322,2.3192,2.5537,2.6487,2.9051
112337.SZ,16双星01,-0.0551,-0.1044,-0.1706,-0.149,-0.0898,-0.0446,66.2859,64.521,64.3205,66.5051,60.0168,59.696,AA,AA,AA,AA,AA,3.952,5.0408,5.1424,5.6983,5.0771,0.4415,0.639,0.8689,1.0577,1.3015
112338.SZ,16迪科01,-0.0057,-0.0812,0.0349,0.0835,0.0075,-0.0525,35.0486,35.3955,33.5131,28.8565,25.8941,29.2297,AAA,AAA,AAA,AA+,AA+,5.8306,6.1018,6.0721,6.5385,5.9726,0.4482,0.6448,0.8718,1.0461,1.2872
112339.SZ,16中航城,0.0775,0.2032,0.2582,0.2666,-0.016,-0.0147,76.6621,76.29,76.0446,75.9415,75.6018,75.9463,AAA,AAA,AAA,AAA,AAA,3.2148,3.4512,3.6026,3.8568,3.666,0.4446,0.6433,0.8803,1.083,1.3289
112340.SZ,16泛控01,-0.2126,-0.1667,-0.2489,-0.2146,0.0336,0.0382,85.632,85.748,86.1428,85.357,85.66,85.533,AA+,AA+,AA+,AA+,AA+,7.5781,8.2709,6.7543,6.4411,6.2993,0.41,0.5915,0.8565,1.0482,1.2865
112341.SZ,16宝龙02,0.0232,0.0166,0.0319,0.0991,-0.0019,-0.007,58.9224,57.4348,56.6006,56.3247,57.3413,64.7677,AA+,AA+,AA+,AA+,AA+,5.9168,5.9506,5.9102,6.0646,5.8236,0.4489,0.6472,0.8835,1.0614,1.3034
112342.SZ,16厦贸01,-0.2164,-0.179,-0.2438,-0.1413,-0.1459,-0.1626,73.8911,71.6178,72.9823,64.1833,69.9003,70.9949,AAA,AAA,AAA,AAA,AAA,3.8181,4.3519,4.6979,5.0307,4.374,2.2899,2.4796,2.709,2.8389,3.0983
112343.SZ,16魏桥01,0.0633,0.2429,0.3904,0.4852,0.0992,0.1288,61.6434,64.4272,63.9178,65.0882,65.4632,64.761,AA+,AA+,AA+,AA+,AA+,4.5563,4.7055,4.7808,5.0322,6.3209,0.4563,0.6546,0.8908,1.0825,1.2827
112344.SZ,16魏桥02,0.0633,0.2429,0.3904,0.4852,0.0992,0.1288,61.6434,64.4272,63.9178,65.0882,65.4632,64.761,AA+,AA+,AA+,AA+,AA+,6.751,7.9527,7.6607,8.0161,7.3998,2.1941,2.3628,2.6014,2.6907,2.9415
112345.SZ,16劲嘉02,,0.0963,,0.4094,,0.1158,,59.9374,,52.4333,,53.0374,AA,AA,AA,AA,AA,6.6218,6.5695,6.442,6.5236,6.2147,0.4605,0.6596,0.8966,1.0674,1.3102
112346.SZ,16惠誉01,,-0.0262,,-0.0011,,-0.1041,,77.1122,,78.663,,79.2793,AA,AA,AA,AA,AA,5.4954,5.6184,5.6659,5.8965,5.7231,0.4639,0.661,0.8959,1.078,1.3186
112347.SZ,16惠誉02,,-0.0262,,-0.0011,,-0.1041,,77.1122,,78.663,,79.2793,AA,AA,AA,AA,AA,6.9333,7.0336,6.7422,7.0951,6.4792,2.1712,2.366,2.6067,2.6743,2.9276
112348.SZ,16华美01,,-0.2231,,-0.2465,,-0.1069,,81.1423,,78.6734,,79.9321,AA,AA,AA,AA,AA,6.7186,6.9677,6.9341,5.824,5.7246,0.4799,0.6737,0.8967,0.1937,0.4306
112349.SZ,16红楼债,,0.0692,,0.0839,,,,54.0933,,55.0411,,,AA,AA,AA,AA,AA,6.977,7.0422,7.0309,7.2127,6.9919,0.4631,0.6588,0.8921,1.0595,1.2982
112350.SZ,16软控01,0.0139,0.0579,0.1143,0.1494,0.001,0.0046,42.0831,43.7142,44.7085,42.1511,43.8443,45.2581,AA,AA,AA,AA,AA,4.85,5.1587,5.2662,5.5489,5.3696,0.4743,0.6684,0.9028,1.0884,1.33
112351.SZ,16步高01,0.0389,0.0637,0.0619,0.0149,0.0358,0.0469,71.9876,72.2433,73.5133,74.8505,74.5515,74.7282,AA,AA,AA,AA,AA,5.9658,5.8488,5.9283,6.1882,5.986,0.4644,0.6661,0.8997,1.0779,1.3187
112352.SZ,16TCL01,0.0337,0.0491,0.0962,0.1275,0.0426,0.0616,68.7253,67.1314,67.3926,66.2227,64.9357,66.0548,AAA,AAA,AAA,AAA,AAA,3.2048,4.2565,4.5483,5.1094,4.4586,0.4934,0.6914,0.9213,1.1205,1.3663
112353.SZ,16TCL02,0.0337,0.0491,0.0962,0.1275,0.0426,0.0616,68.7253,67.1314,67.3926,66.2227,64.9357,66.0548,AAA,AAA,AAA,AAA,AAA,4.4006,5.0073,5.3046,5.6158,4.9613,2.2944,2.4812,2.7105,2.8385,3.0964
112354.SZ,16国购02,0.0007,0.0013,0.0003,0.0983,0.0054,0.0048,73.5901,73.302,73.8853,74.3623,74.5512,75.3089,AA,AA,AA,AA,AA,7.2692,7.3161,7.2857,7.4523,7.5291,0.4679,0.6635,0.8965,1.0612,1.2911
112355.SZ,16桂资01,-0.1361,-0.0574,-0.0342,-0.0049,-0.0886,-0.0512,82.5653,83.9402,84.9706,83.6461,83.4393,83.306,AAA,AAA,AAA,AAA,AAA,4.6122,5.055,5.1702,5.4522,5.1216,2.275,2.4582,2.6905,2.8176,3.0711
112357.SZ,16海资02,,0.0986,,0.2091,,0.1379,,76.5454,,75.9651,,75.1872,AA+,AA+,AA+,AA+,AA+,8.7718,9.5157,10.305,6.7793,6.5707,0.4381,0.6167,0.8267,1.0843,1.3238
112358.SZ,16BOE01,0.1473,0.2043,0.3902,0.5281,0.1452,0.2335,54.8563,56.7707,56.1493,59.2813,59.5011,59.3118,AAA,AAA,AAA,AAA,AAA,3.2103,3.4909,3.683,3.9678,3.7955,0.4953,0.6928,0.9286,1.1313,1.3765
112359.SZ,16魏桥03,0.0633,0.2429,0.3904,0.4852,0.0992,0.1288,61.6434,64.4272,63.9178,65.0882,65.4632,64.761,AA+,AA+,AA+,AA+,AA+,4.6373,4.8184,4.9235,5.9919,5.9599,0.4848,0.6821,0.9172,1.0872,1.3234
112361.SZ,16新大02,0.2395,0.2479,0.2744,0.1916,0.276,0.1123,39.0509,38.1651,38.806,42.3286,40.9533,41.3481,AAA,AAA,AAA,AAA,AAA,28.2305,10.9602,6.5636,6.3748,6.3127,0.4518,0.6749,0.9191,0.2131,0.4482
112362.SZ,16泛控02,-0.2126,-0.1667,-0.2489,-0.2146,0.0336,0.0382,85.632,85.748,86.1428,85.357,85.66,85.533,AA+,AA+,AA+,AA+,AA+,8.1034,8.3506,6.6342,6.2474,6.1103,0.4359,0.6255,0.8955,1.092,1.3307
112363.SZ,16三湘债,-0.8356,-0.6118,-1.1624,-1.2,-0.079,0.3212,47.7652,48.2825,55.3,51.3969,51.9543,54.5705,AA+,AA+,AA+,AA+,AA+,6.9268,7.1603,7.1176,6.0362,5.9833,0.5024,0.6951,0.9168,0.2163,0.452
112364.SZ,16云白01,-0.1286,0.1374,0.1732,0.1536,0.0427,0.2533,34.4511,33.1915,34.0205,34.5081,33.7428,33.126,AAA,AAA,AAA,AAA,AAA,3.1091,3.4178,3.6273,3.9318,3.7666,0.5418,0.7387,0.9463,1.178,1.4231
112365.SZ,16广业01,-0.0415,-0.012,0.0613,0.1689,-0.0323,-0.0333,58.3668,59.0922,60.0398,61.9155,61.4103,62.907,AAA,AAA,AAA,AAA,AAA,4.3188,4.7472,4.8482,5.1154,4.7694,2.3071,2.4912,2.7249,2.8516,3.1068
112366.SZ,16宝安01,0.006,0.0016,0.0048,0.0352,0.0089,0.0398,63.3788,62.3457,62.0972,63.3121,63.5478,64.8657,AA+,AA+,AA+,AA+,AA+,7.1926,6.6342,6.6819,6.9892,6.339,2.2125,2.4231,2.6556,2.7345,2.9894
112367.SZ,16华西01,-0.0244,-0.0356,0.0046,0.0058,-0.036,0.0045,48.9697,45.7909,55.9672,57.8474,58.9143,59.5686,AA,AA,AA,AA,AA,5.2993,5.3501,5.3216,5.4904,5.2589,0.5048,0.704,0.9413,1.1255,1.3688
112369.SZ,16峨旅01,,0.1203,,0.383,,0.106,,45.1525,,53.1779,,54.2613,AA+,AA+,AA+,AA+,AA+,3.1354,3.4579,3.6447,3.9531,3.7779,0.5184,0.7149,0.951,1.1543,1.3996
112370.SZ,16新纶债,-0.0792,-0.0057,-0.0657,0.0441,0.0076,-0.0016,47.475,48.3323,47.4056,48.6291,48.8458,46.0914,AAA,AAA,AAA,AAA,AAA,5.8371,5.8977,5.8784,6.0557,5.8303,0.5068,0.7046,0.9406,1.1194,1.3611
112371.SZ,16太阳01,0.0241,0.0592,0.156,0.3234,0.055,0.1444,58.9599,60.9275,59.1013,58.4588,56.7923,59.336,AA+,AA+,AA+,AA+,AA+,4.1751,5.201,5.2817,5.8029,5.1778,0.5305,0.725,0.907,1.1379,1.382
112372.SZ,16棕榈01,-0.0376,-0.0465,-0.0114,0.026,-0.019,-0.0445,65.9877,61.809,61.7081,63.1784,64.052,65.9557,AA,AA,AA,AA,AA,6.3769,6.5356,6.6069,6.8762,6.7247,0.5036,0.6982,0.8773,1.1041,1.3418
112373.SZ,16奥瑞金,-0.0155,0.2448,0.3383,0.3744,-0.0239,0.1459,63.7513,63.0834,60.8793,59.1707,57.7343,59.0003,AA+,AA+,AA+,AA+,AA+,4.8903,5.1697,5.3616,6.1232,6.111,0.5282,0.7226,0.9178,1.1337,1.3691
112374.SZ,16华油01,0.0827,0.104,0.0753,-0.0797,-0.0436,-0.0672,51.026,50.8122,51.2606,53.1661,52.4738,53.3879,AA,AA,AA,AA,AA,7.4136,5.4399,5.4717,5.6232,5.4168,0.8785,0.1408,0.3769,0.6111,0.8506
112375.SZ,16昆投01,,0.0041,,0.0124,,0.0329,,57.2267,,58.2604,,58.8774,AA+,AA+,AA+,AA+,AA+,5.0045,5.8093,5.7642,6.0935,5.0361,2.34,2.5203,2.6498,2.8751,3.146
112376.SZ,16侨城01,-0.0978,-0.1979,-0.0873,-0.0749,-0.0658,-0.0859,68.8432,71.5948,73.2309,69.8911,71.4651,73.2833,AAA,AAA,AAA,AAA,AAA,3.1072,3.4085,3.6082,3.9031,3.7275,0.5557,0.7527,0.9603,1.1923,1.4378
112377.SZ,16侨城02,-0.0978,-0.1979,-0.0873,-0.0749,-0.0658,-0.0859,68.8432,71.5948,73.2309,69.8911,71.4651,73.2833,AAA,AAA,AAA,AAA,AAA,3.5397,3.8567,4.0911,4.3207,3.9141,2.3903,2.5802,2.7155,2.9436,3.2042
112378.SZ,16盛润债,,0.0821,,0.1252,,0.0479,,74.8609,,72.1038,,74.2428,AA,AA,AA,AA,AA,7.6573,7.5084,7.5567,7.9878,7.8397,0.5217,0.7209,0.8906,1.1111,1.3463
112379.SZ,16新国都,-0.1272,-0.1115,-0.1405,0.038,-0.0329,-0.0693,42.548,42.794,35.9907,48.1227,46.8746,47.8266,AAA,AAA,AAA,AAA,AA+,6.6772,6.8768,6.7835,7.1918,6.8764,0.5617,0.7534,0.9248,1.1537,1.3905
112380.SZ,16东林01,0.0024,0.0168,0.0441,0.1373,0.0126,0.0168,60.5484,62.7594,65.8924,67.6196,70.1002,70.2148,AA+,AA+,AA+,AA+,AA+,6.9004,6.3341,5.5532,5.7683,5.4129,0.5358,0.7459,1.3648,1.5924,1.8435
112381.SZ,16华联债,-0.0875,0.031,0.09,0.039,-0.0371,0.0548,83.9901,83.4527,84.2604,84.0289,83.8061,83.9141,AA+,AA+,AA+,AA+,AA+,8.0918,8.2667,7.0569,6.6186,6.4522,0.6686,0.8531,0.1531,0.3912,0.6273
112382.SZ,16南都01,-0.1722,-0.1424,-0.1471,0.0879,-0.3153,-0.2212,29.8602,31.2963,42.3203,43.4132,48.8058,51.1491,AA,AA,AA,AA,AA,5.0617,5.172,5.1872,5.0549,4.7957,0.5614,0.7596,0.9526,1.1933,1.4387
112383.SZ,16当代债,,0.0697,,-0.0343,,0.0382,,80.7999,,82.3604,,81.581,AA,AA,AA,AA,AA,6.4892,6.5575,6.4545,6.632,6.3943,0.5568,0.7534,0.9334,1.1627,1.4035
112384.SZ,16歌尔01,,0.1457,,0.3195,,0.0533,,50.6747,,52.0318,,53.0092,AA,AA,AA,AA,AA,4.1046,4.3583,4.3811,4.6044,4.354,0.5741,0.7705,0.9694,1.2018,1.448
112385.SZ,16奥燃01,,0.1418,0.1461,0.236,,0.0956,,59.5618,59.4608,56.2571,,56.3183,AA+,AA+,AA+,AA+,AA+,5.0521,5.3441,5.3951,5.6434,5.4083,0.6006,0.7944,0.9835,1.213,1.4562
112387.SZ,16华南02,-0.0074,-0.0297,0.0018,-0.0373,0.0667,0.0941,68.0573,67.3706,67.242,67.5052,65.9622,66.5887,AA+,AA+,AA+,AA+,AA+,34.4456,16.7674,10.0386,7.8102,8.3868,0.5196,0.7392,0.9311,1.1827,1.4061
112388.SZ,16聚龙债,-0.7162,-1.0516,-0.7874,0.7836,-0.4674,-0.5876,27.2769,28.8279,29.3726,31.2909,28.3883,28.7284,AA,AA,AA,AA,AA,5.8703,6.042,5.8531,5.5614,5.292,0.6066,0.8017,0.994,1.2377,1.4823
112389.SZ,16华西02,-0.0244,-0.0356,0.0046,0.0058,-0.036,0.0045,48.9697,45.7909,55.9672,57.8474,58.9143,59.5686,AA,AA,AA,AA,AA,5.3873,5.4357,5.3703,5.5317,5.2774,0.6316,0.8306,1.0203,1.2522,1.4964
112390.SZ,16三聚债,-0.097,-0.2222,-0.2878,-0.0335,-0.2416,-0.2908,63.4444,62.7853,57.4547,58.6404,56.5589,55.6964,AA+,AA+,AA+,AA+,AA+,8.8249,9.5814,5.6946,5.9264,5.6708,0.5639,0.7413,1.0154,1.2446,1.4879
112391.SZ,16龙基02,0.2605,0.2309,0.208,0.5175,0.0312,0.1526,69.5933,70.1325,70.5156,69.9067,69.5567,69.3379,AA,AA,AA,AA,AA,5.9684,6.0136,5.9418,6.0992,5.8393,0.6362,0.8342,1.0179,1.2488,1.4917
112392.SZ,16掌趣01,0.298,0.404,0.8293,1.4026,0.1687,0.917,17.6465,16.6278,13.5679,12.9841,11.5122,13.4861,AA,AA,AA,AA,AA,7.4318,6.6417,6.2708,6.1922,5.9088,0.6246,0.8395,1.0273,1.264,1.5075
112393.SZ,16万维01,0.0199,0.2235,0.3582,0.5091,-0.0595,0.1139,44.0321,46.0041,44.9388,26.5224,32.6493,37.8417,AA,AA,AA,AA,AA,6.3695,6.5591,6.3881,6.7554,6.1824,0.6588,0.8486,1.0191,1.249,1.4908
112394.SZ,16泰禾02,-0.1172,-0.1498,-0.093,-0.1444,-0.046,-0.0048,84.959,85.8852,85.4791,87.8312,88.4613,85.6653,AA+,AA+,AA+,AA+,AA+,7.1637,6.292,6.262,6.4563,6.2277,0.6258,0.8433,1.0253,1.2543,1.4955
