,TRADE_CODE,SEC_NAME,AMOUNT,MATURITYDATE,CARRYDATE,COUPONRATE,COUPONTXT,CLOSE,LATESTPAR,INTERESTFREQUENCY,CASHFLOW_TTM,DEBTTOASSETS,WGSD_LIABS_CURR,ISSUERSHORTENED,ISSUEAMOUNT,COUPONDATETXT,DIRTYPRICE,CLEANPRICE,WGSD_OPER_CF,YIELD_CNBD,DIRTY_CNBD,NET_CNBD,MODIDURA_SHC,ACCRUEDINTEREST_SHC,VOBP_SHC,CNVXTY_SHC,LASTDATE_SHC
112027.SZ,112027,11新兴02,AAA,2021/3/18 0:00,2011/3/18 0:00,5.39,5.39%,101,100,1,820143414.9,57.9449,22865314252,新兴铸管,1000000000,"每年3月18日付息,节假日顺延",103.6581,101,3684258401,,,,,,,,2018/9/13 0:00
122109.SH,122109,11新天02,AAA,2018/11/18 0:00,2011/11/18 0:00,5.4,"20111118-20161117,票面利率:5.4%;20161118-20181117,票面利率:5.4%",100.3,100,1,148611800.8,69.3738,9472985000,新天绿色能源,1000000000,"每年11月18日付息,节假日顺延",104.7384,100.3,2641796000,,,,,,,,2018/9/13 0:00
122835.SH,122835,11兴泸债,AAA,2021/3/1 0:00,2011/3/1 0:00,6.39,"20110301-20160229,票面利率:6.39%;20160301-20210228,票面利率:6.39%",104.9,100,1,-1195045936,51.2884,,兴泸集团,1000000000,"每年3月1日付息,节假日顺延",108.3488,104.9,,,,,,,,,2018/9/13 0:00
122064.SH,122064,11龙源02,AAA,2021/1/21 0:00,2011/1/21 0:00,5.04,5.04%,108.35,100,1,-1131643107,63.1006,47159418000,龙源电力,1500000000,"每年1月21日付息,节假日顺延",111.6087,108.35,12130830000,,,,,,,,2018/9/13 0:00
122786.SH,122786,11联想债,AAA,2018/10/31 0:00,2011/10/31 0:00,5.8,"20111031-20161030,票面利率:5.8%;20161031-20181030,票面利率:5.8%",100.3,100,1,27169768962,76.293,1.73398E+11,联想控股,2900000000,"每年10月31日付息,节假日顺延",105.3532,100.3,-5370121000,,,,,,,,2018/9/13 0:00
122099.SH,122099,11连港02,AAA,2018/9/26 0:00,2011/9/26 0:00,6.05,"20110926-20160925,票面利率:6.05%;20160926-20180925,票面利率:6.05%",100.08,100,1,210367661.4,43.6391,9193179352,大连港,2650000000,"每年9月26日付息,节假日顺延",105.9311,100.08,1204366572,,,,,,,,2018/9/13 0:00
122734.SH,122734,11京资02,AAA,2021/12/26 0:00,2011/12/26 0:00,5.4,5.40%,101.7,100,1,3941150053,66.5332,,国管中心,6000000000,"每年12月26日付息,节假日顺延",105.5762,101.7,,,,,,,,,2018/9/13 0:00
122797.SH,122797,11冀投02,AAA,2024/6/27 0:00,2011/6/27 0:00,5.85,5.85%,106.38,100,1,1744228261,56.7482,,河北建投,1000000000,"每年6月27日付息,节假日顺延",107.6462,106.38,,,,,,,,,2018/9/13 0:00
122796.SH,122796,11冀投01,AAA,2021/6/27 0:00,2011/6/27 0:00,5.75,5.75%,102.22,100,1,1744228261,56.7482,,河北建投,1000000000,"每年6月27日付息,节假日顺延",103.4645,102.22,,,,,,,,,2018/9/13 0:00
122778.SH,122778,11建发债,AAA,2019/10/28 0:00,2011/10/28 0:00,7.3,"20111028-20161027,票面利率:7.3%;20161028-20191027,票面利率:7.3%",103,100,1,1688988620,69.0993,,建发集团,1600000000,"每年10月28日付息,节假日顺延",109.42,103,,,,,,,,,2018/9/13 0:00
122071.SH,122071,11海航02,AAA,2021/5/24 0:00,2011/5/24 0:00,6.2,6.20%,93.39,100,1,-11955567000,62.5244,68177587000,海航控股,1440000000,"每年5月24日付息,节假日顺延",95.3095,93.39,12960134000,,,,,,,,2018/9/13 0:00
122771.SH,122771,11国网02,AAA,2026/12/8 0:00,2011/12/8 0:00,5.24,5.24%,100.8,100,1,-24322670352,57.6163,,国家电网公司,5000000000,"每年12月8日付息,节假日顺延",104.8197,100.8,,,,,,,,,2018/9/13 0:00
122770.SH,122770,11国网01,AAA,2021/12/8 0:00,2011/12/8 0:00,5.14,5.14%,102.6,100,1,-24322670352,57.6163,,国家电网公司,10000000000,"每年12月8日付息,节假日顺延",106.543,102.6,,,,,,,,,2018/9/13 0:00
122066.SH,122066,11大唐01,AAA,2021/4/20 0:00,2011/4/20 0:00,5.25,5.25%,102.43,100,1,5847450000,74.5688,62683578000,大唐发电,3000000000,"每年4月20日付息,节假日顺延",104.5444,102.43,18142090000,,,,,,,,2018/9/13 0:00
122072.SH,122072,11大连港,AAA,2021/5/23 0:00,2011/5/23 0:00,5.3,5.30%,100.8,100,1,210367661.4,43.6391,9193179352,大连港,2350000000,"每年5月23日付息,节假日顺延",102.4553,100.8,1204366572,,,,,,,,2018/9/13 0:00
122055.SH,122055,10中铁G4,AAA,2025/10/19 0:00,2010/10/19 0:00,4.5,4.50%,93.95,100,1,12341976000,79.893,5.81716E+11,中国中铁,3500000000,"每年10月19日付息,节假日顺延",98.0185,93.95,33178000000,,,,,,,,2018/9/13 0:00
122054.SH,122054,10中铁G3,AAA,2020/10/19 0:00,2010/10/19 0:00,4.34,4.34%,98.75,100,1,12341976000,79.893,5.81716E+11,中国中铁,2500000000,"每年10月19日付息,节假日顺延",102.6738,98.75,33178000000,,,,,,,,2018/9/13 0:00
122046.SH,122046,10中铁G2,AAA,2020/1/27 0:00,2010/1/27 0:00,4.88,4.88%,101.05,100,1,12341976000,79.893,5.81716E+11,中国中铁,5000000000,"每年1月27日付息,节假日顺延",104.1251,101.05,33178000000,,,,,,,,2018/9/13 0:00
127122.SH,127122,10湘高速,AAA,2020/4/8 0:00,2010/4/8 0:00,5.25,"20100408-20150407,票面利率:5.25%;20150408-20200407,票面利率:5.5%",101.98,100,1,6112598881,67.8945,,湖南高速公路,2800000000,"每年4月8日付息,节假日顺延",104.3759,101.98,,,,,,,,,2018/9/13 0:00
122052.SH,122052,10石化02,AAA,2020/5/21 0:00,2010/5/21 0:00,4.05,4.05%,100.2,100,1,25627000000,46.4702,5.79446E+11,中国石化,9000000000,"每年5月21日付息,节假日顺延",101.4871,100.2,1.90935E+11,,,,,,,,2018/9/13 0:00
122057.SH,122057,10龙源02,AAA,2020/12/10 0:00,2010/12/10 0:00,5.05,5.05%,100,100,1,-1131643107,63.1006,47159418000,龙源电力,2000000000,每年12月10日付息，节假日顺延,103.8463,100,12130830000,,,,,,,,2018/9/13 0:00
122890.SH,122890,PR凯迪债,AAA,2020/8/23 0:00,2010/8/23 0:00,6.12,6.12%,59.01,70,1,567318839.3,,,阳光凯迪,1000000000,"每年8月23日付息,节假日顺延",59.2682,59.01,,,,,,,,,2018/9/13 0:00
122885.SH,122885,10冀交通,AAA,2025/9/28 0:00,2010/9/28 0:00,4.95,4.95%,100,100,1,25961413.57,56.1847,,河北建投交通,2000000000,"每年9月28日付息,节假日顺延",104.7601,100,,,,,,,,,2018/9/13 0:00
122866.SH,122866,10杭交投,AAA,2020/10/19 0:00,2010/10/19 0:00,5.12,"20101019-20151018,票面利率:5.12%;20151019-20201018,票面利率:5.12%",101.8,100,1,1589728437,64.2425,,杭交集团,1200000000,"每年10月19日付息,节假日顺延",106.429,101.8,,,,,,,,,2018/9/13 0:00
122019.SH,122019,09中交G2,AAA,2019/8/21 0:00,2009/8/21 0:00,5.2,5.20%,101.7,100,1,8043336266,75.7783,4.46711E+11,中国交建,7900000000,"每年8月21日付息,节假日顺延",102.0419,101.7,42741000000,,,,,,,,2018/9/13 0:00
122969.SH,122969,09豫投债,AAA,2019/4/15 0:00,2009/4/15 0:00,4.85,"20090415-20140414,票面利率:4.85%;20140415-20190414,票面利率:5.85%",100.85,100,1,-230766792.4,66.2813,,河南投资集团,1500000000,"每年4月15日付息,节假日顺延",103.2862,100.85,,,,,,,,,2018/9/13 0:00
122934.SH,122934,09南山2,AAA,2019/10/20 0:00,2009/10/20 0:00,7.5,"20091020-20171019,票面利率:7.5%;20171020-20191019,票面利率:7.5%",101.8,100,1,-580777875.3,52.0585,,南山集团,1000000000,"每年10月20日付息,节假日顺延",108.5603,101.8,,,,,,,,,2018/9/13 0:00
122975.SH,122975,09济城建,AAA,2019/3/26 0:00,2009/3/26 0:00,4.78,"20090326-20160325,票面利率:4.78%;20160326-20190325,票面利率:4.78%",100.47,100,1,-9464662190,72.857,,济南城投,1500000000,"每年3月26日付息,节假日顺延",102.7225,100.47,,,,,,,,,2018/9/13 0:00
122927.SH,122927,09海航债,AAA,2019/12/24 0:00,2009/12/24 0:00,7.6,"20091224-20161223,票面利率:7.6%;20161224-20191223,票面利率:7.6%",96.1,100,1,-34496107789,59.7841,,海航集团,1300000000,"每年12月24日付息,节假日顺延",101.597,96.1,,,,,,,,,2018/9/13 0:00
122017.SH,122017,09大唐债,AAA,2019/8/17 0:00,2009/8/17 0:00,5,5.00%,101.3,100,1,5847450000,74.5688,62683578000,大唐发电,3000000000,"每年8月17日付息,节假日顺延",101.6836,101.3,18142090000,,,,,,,,2018/9/13 0:00
122015.SH,122015,09长电债,AAA,2019/7/30 0:00,2009/7/30 0:00,4.78,4.78%,100.9,100,1,302910108.1,54.7363,59702985790,长江电力,3500000000,"每年7月30日付息,节假日顺延",101.5024,100.9,39693165066,,,,,,,,2018/9/13 0:00
112004.SZ,112004,08中粮债,AAA,2018/8/25 0:00,2008/8/25 0:00,6.06,6.06%,,100,1,1877854568,84.4959,48419992312,中粮地产,1200000000,"每年8月25日付息,节假日顺延",,,1717795389,,,,,,,,2018/8/24 0:00
120702.SH,120702,07世博(2),AAA,2022/2/15 0:00,2007/2/15 0:00,4.15,4.15%,96.1,100,1,2121322009,50.9854,,世博土控,2000000000,"每年2月15日付息,节假日顺延",98.499,96.1,,,,,,,,,2018/9/13 0:00
120605.SH,120605,06三峡债,AAA,2026/5/11 0:00,2006/5/11 0:00,4.15,4.15%,97.33,100,1,7014838845,47.0172,,三峡集团,3000000000,"每年5月11日付息,节假日顺延",98.7626,97.33,,,,,,,,,2018/9/13 0:00
111032.SZ,111032,06鲁能债,AAA,2021/7/31 0:00,2006/7/31 0:00,4.4,4.40%,98.9,100,1,-2369497159,74.7875,,鲁能集团,1000000000,"每年7月31日付息,节假日顺延",99.4425,98.9,,,,,,,,,2018/9/13 0:00
120608.SH,120608,06鲁高速,AAA,2026/4/7 0:00,2006/4/7 0:00,4.1,4.10%,93,100,1,-7198455478,71.9365,,山东高速,1000000000,"每年4月7日付息,节假日顺延",94.7973,93,,,,,,,,,2018/9/13 0:00
120602.SH,120602,06冀建投,AAA,2026/3/28 0:00,2006/3/28 0:00,4.18,4.18%,96.28,100,1,1744228261,56.7482,,河北建投,1000000000,"每年3月28日付息,节假日顺延",98.2268,96.28,,,,,,,,,2018/9/13 0:00
120603.SH,120603,06航天债,AAA,2021/4/18 0:00,2006/4/18 0:00,4,4%,99.2,100,1,-14063797925,48.5757,,航天集团,2000000000,"每年4月18日付息,节假日顺延",100.8329,99.2,,,,,,,,,2018/9/13 0:00
120607.SH,120607,06沪水务,AAA,2021/6/29 0:00,2006/6/29 0:00,4.25,4.25%,98.7,100,1,1416816481,54.9384,,上海水务,1500000000,"每年6月29日付息,节假日顺延",99.5966,98.7,,,,,,,,,2018/9/13 0:00
120609.SH,120609,06赣投债,AAA,2021/9/11 0:00,2006/9/11 0:00,4.38,4.38%,105.04,100,1,1864643149,60.1483,,江投集团,800000000,"每年9月11日付息,节假日顺延",105.076,105.04,,,,,,,,,2018/9/13 0:00
120601.SH,120601,06大唐债,AAA,2026/2/16 0:00,2006/2/16 0:00,4.2,4.20%,97.02,100,1,5103533305,79.9595,,大唐集团,2000000000,"每年2月16日付息,节假日顺延",99.4364,97.02,,,,,,,,,2018/9/13 0:00
111026.SZ,111026,05粤交通,AAA,2020/6/29 0:00,2005/6/29 0:00,5.3,5.30%,101.975,100,1,6316022670,70.866,,广东交通,1500000000,"每年6月29日付息,节假日顺延",103.0931,101.975,,,,,,,,,2018/9/13 0:00
120527.SH,120527,05武城投,AAA,2020/12/26 0:00,2005/12/26 0:00,4.7,4.70%,101.5,100,1,-471335304.1,69.1183,,武汉城投,1000000000,"每年12月26日付息,节假日顺延",104.8737,101.5,,,,,,,,,2018/9/13 0:00
120508.SH,120508,05铁道债,AAA,2020/7/29 0:00,2005/7/29 0:00,4.85,4.85%,100,100,1,,65.2144,,中国铁路,5000000000,"每年7月29日付息,节假日顺延",100.6245,100,,,,,,,,,2018/9/13 0:00
120529.SH,120529,05宁煤债,AAA,2020/9/16 0:00,2005/9/16 0:00,4.9,4.90%,97,100,1,1302854763,72.5391,,神华宁夏煤业集团,1000000000,"每年9月16日付息,节假日顺延",101.8732,97,,,,,,,,,2018/9/13 0:00
120512.SH,120512,05沪建(2),AAA,2020/7/27 0:00,2005/7/27 0:00,5.18,5.18%,102,100,1,1506757569,54.3094,,上海城投,1000000000,"每年7月27日付息,节假日顺延",102.6954,102,,,,,,,,,2018/9/13 0:00
120506.SH,120506,05大唐债,AAA,2020/4/29 0:00,2005/4/29 0:00,5.28,5.28%,102.37,100,1,5103533305,79.9595,,大唐集团,3000000000,"每年4月29日付息,节假日顺延",104.3663,102.37,,,,,,,,,2018/9/13 0:00
120490.SH,120490,04南网(2),AAA,2019/9/17 0:00,2004/9/17 0:00,5.6,5.60%,101.7,100,1,-11071470698,60.6739,,中国南方电网,2000000000,"每年9月17日付息,节假日顺延",107.254,101.7,,,,,,,,,2018/9/13 0:00
120486.SH,120486,04国电(2),AAA,2019/9/22 0:00,2004/9/22 0:00,5.6,5.60%,101,100,1,-5967855842,80.9918,,国电集团,1556000000,"每年9月22日付息,节假日顺延",106.4773,101,,,,,,,,,2018/9/13 0:00
111023.SZ,111023,03中铁债,AAA,2021/8/25 0:00,2003/8/25 0:00,4.63,4.63%,101,100,1,,65.2144,,中国铁路,3000000000,"每年8月25日付息,节假日顺延",101.2537,101,,,,,,,,,2018/9/13 0:00
120306.SH,120306,03中电投,AAA,2018/12/8 0:00,2003/12/8 0:00,5.02,5.02%,100.45,100,1,5227570408,81.3829,,国家电投,3000000000,"每年12月8日付息,节假日顺延",104.301,100.45,,,,,,,,,2018/9/13 0:00
120303.SH,120303,03三峡债,AAA,2033/8/1 0:00,2003/8/1 0:00,4.86,4.86%,101.8,100,1,7014838845,54.7363,59702985790,三峡集团,3000000000,"每年8月1日付息,节假日顺延",102.3859,101.8,39693165066,,,,,,,,1899-12-30 00:00:00
120201.SH,120201,02三峡债,AAA,2022/9/20 0:00,2002/9/20 0:00,4.76,4.76%,101.4,100,1,7014838845,54.7363,59702985790,三峡集团,5000000000,"每年9月20日付息,节假日顺延",106.0818,101.4,39693165066,,,,,,,,2018/9/13 0:00
019324.SH,19324,13国债24,,2063/11/18 0:00,2013/11/18 0:00,5.31,5.31%,100,100,2,,,,财政部,20000000000,"每年5月18日和11月18日付息,节假日顺延",101.7312,100,,,,,,,,,2018/9/13 0:00
019325.SH,19325,13国债25,,2043/12/9 0:00,2013/12/9 0:00,5.05,5.05%,121,100,2,,,,财政部,24000000000,"每年6月9日和12月9日付息,节假日顺延",122.3421,121,,,,,,,,,2018/9/13 0:00
019813.SH,19813,08国债13,,2028/8/11 0:00,2008/8/11 0:00,4.94,4.94%,100,100,2,,,,财政部,24000000000,"每年8月11日和2月11日付息,节假日顺延",100.4602,100,,,,,,,,,2018/9/13 0:00
019409.SH,19409,14国债09,,2034/4/28 0:00,2014/4/28 0:00,4.77,4.77%,100,100,2,,,,财政部,26000000000,"每年0428,1028日付息,节假日顺延",101.8165,100,,,,,,,,,2018/9/13 0:00
019319.SH,19319,13国债19,,2043/9/16 0:00,2013/9/16 0:00,4.76,4.76%,113.85,100,2,,,,财政部,26000000000,"每年3月16日和9月16日付息,节假日顺延",116.2235,113.85,,,,,,,,,2018/9/13 0:00
019416.SH,19416,14国债16,,2044/7/24 0:00,2014/7/24 0:00,4.76,4.76%,100,100,2,,,,财政部,26000000000,"每年7月24日和1月24日付息,节假日顺延",100.6781,100,,,,,,,,,2018/9/13 0:00
019410.SH,19410,14国债10,,2064/5/26 0:00,2014/5/26 0:00,4.67,4.67%,100,100,2,,,,财政部,26000000000,"每年0526,1126日付息,节假日顺延",101.4202,100,,,,,,,,,2018/9/13 0:00
019417.SH,19417,14国债17,,2034/8/11 0:00,2014/8/11 0:00,4.63,4.63%,100,100,2,,,,财政部,26000000000,"每年2月11日和8月11日付息,节假日顺延",100.4313,100,,,,,,,,,2018/9/13 0:00
010713.SH,10713,07国债13,,2027/8/16 0:00,2007/8/16 0:00,4.52,4.52%,100,100,2,,,,财政部,28000000000,"每年8月16日和2月16日付息,节假日顺延",100.3591,100,,,,,,,,,2018/9/13 0:00
019806.SH,19806,08国债06,,2038/5/8 0:00,2008/5/8 0:00,4.5,4.50%,100,100,2,,,,财政部,28000000000,"每年5月8日和11月8日付息,节假日顺延",101.5904,100,,,,,,,,,2018/9/13 0:00
019116.SH,19116,11国债16,,2041/6/23 0:00,2011/6/23 0:00,4.5,4.50%,105.27,100,2,,,,财政部,58000000000,"每年6月23日,12月23日付息,节假日顺延",106.2933,105.27,,,,,,,,,2018/9/13 0:00
019112.SH,19112,11国债12,,2061/5/26 0:00,2011/5/26 0:00,4.48,4.48%,100,100,2,,,,财政部,30000000000,"每年5月26日,11月26日付息,节假日顺延",101.3624,100,,,,,,,,,2018/9/13 0:00
019401.SH,19401,14国债01,,2019/1/7 0:00,2014/1/7 0:00,4.47,4.47%,102,100,1,,,,财政部,38000000000,"每年1月7日付息,节假日顺延",105.0616,102,,,,,,,,,2018/9/13 0:00
019403.SH,19403,14国债03,,2021/1/16 0:00,2014/1/16 0:00,4.44,4.44%,102.09,100,1,,,,财政部,66000000000,"每年1月16日付息,节假日顺延",105.0216,102.09,,,,,,,,,2018/9/13 0:00
019405.SH,19405,14国债05,,2024/3/20 0:00,2014/3/20 0:00,4.42,4.42%,103,100,2,,,,财政部,84970000000,"每年3月20日和9月20付息,节假日顺延",105.1555,103,,,,,,,,,2018/9/13 0:00
019037.SH,19037,10国债37,,2060/11/18 0:00,2010/11/18 0:00,4.4,4.40%,100,100,2,,,,财政部,28000000000,"每年5月18日和11月18日付息,节假日顺延",101.4345,100,,,,,,,,,2018/9/13 0:00
019581.SH,19581,17国债26,,2067/11/20 0:00,2017/11/20 0:00,4.37,4.37%,100,100,2,,,,财政部,29370000000,"每年5月20日,11月20日付息,节假日顺延",101.4008,100,,,,,,,,,2018/9/13 0:00
019220.SH,19220,12国债20,,2062/11/15 0:00,2012/11/15 0:00,4.35,4.35%,100,100,2,,,,财政部,26000000000,"每年11月15日和5月15日付息,节假日顺延",101.454,100,,,,,,,,,2018/9/13 0:00
019123.SH,19123,11国债23,,2061/11/10 0:00,2011/11/10 0:00,4.33,4.33%,100,100,2,,,,财政部,28000000000,"每年5月10日和11月10日付息,节假日顺延",101.5066,100,,,,,,,,,2018/9/13 0:00
019406.SH,19406,14国债06,,2021/4/3 0:00,2014/4/3 0:00,4.33,4.33%,102.77,100,1,,,,财政部,84080000000,"每年4月3日付息,节假日顺延",104.7155,102.77,,,,,,,,,2018/9/13 0:00
019316.SH,19316,13国债16,,2033/8/12 0:00,2013/8/12 0:00,4.32,4.32%,116.74,100,2,,,,财政部,26000000000,"每年2月12日和8月12日付息,节假日顺延",117.1306,116.74,,,,,,,,,2018/9/13 0:00
019105.SH,19105,11国债05,,2041/2/24 0:00,2011/2/24 0:00,4.31,4.31%,106.7,100,2,,,,财政部,28000000000,"每年2月24日和8月24日付息,节假日顺延",106.948,106.7,,,,,,,,,2018/9/13 0:00
019930.SH,19930,09国债30,,2059/11/30 0:00,2009/11/30 0:00,4.3,4.30%,100,100,2,,,,财政部,20000000000,"每年5月30日和11月30日付息,节假日顺延",101.2605,100,,,,,,,,,2018/9/13 0:00
019425.SH,19425,14国债25,,2044/10/27 0:00,2014/10/27 0:00,4.3,4.30%,100,100,2,,,,财政部,26000000000,"每年4月27日和10月27日付息,节假日顺延",101.6493,100,,,,,,,,,2018/9/13 0:00
019577.SH,19577,17国债22,,2047/10/23 0:00,2017/10/23 0:00,4.28,4.28%,105.67,100,2,,,,财政部,77710000000,"每年10月23日和4月23日付息,节假日顺延",107.3585,105.67,,,,,,,,,2018/9/13 0:00
010706.SH,10706,07国债06,,2037/5/17 0:00,2007/5/17 0:00,4.27,4.27%,100,100,2,,,,财政部,30000000000,"每年5月17日和11月17日付息,节假日顺延",101.4038,100,,,,,,,,,2018/9/13 0:00
010107.SH,10107,21国债(7),,2021/7/31 0:00,2001/7/31 0:00,4.26,4.26%,102.26,100,2,,,,财政部,24000000000,"每年1月31日和7月31日付息,节假日顺延",102.7852,102.26,,,,,,,,,2018/9/13 0:00
019208.SH,19208,12国债08,,2062/5/17 0:00,2012/5/17 0:00,4.25,4.25%,100,100,2,,,,财政部,28000000000,"每年5月17日和11月17日付息,节假日顺延",101.3973,100,,,,,,,,,2018/9/13 0:00
019310.SH,19310,13国债10,,2063/5/20 0:00,2013/5/20 0:00,4.24,4.24%,100,100,2,,,,财政部,20000000000,"每年5月20日和11月20日付息,节假日顺延",101.3591,100,,,,,,,,,2018/9/13 0:00
019427.SH,19427,14国债27,,2064/11/24 0:00,2014/11/24 0:00,4.24,4.24%,100.41,100,2,,,,财政部,26000000000,"每年5月24日和11月24日付息,节假日顺延",101.7227,100.41,,,,,,,,,2018/9/13 0:00
019040.SH,19040,10国债40,,2040/12/9 0:00,2010/12/9 0:00,4.23,4.23%,100,100,2,,,,财政部,28000000000,"每年6月9日和12月9日付息,节假日顺延",101.1241,100,,,,,,,,,2018/9/13 0:00
019588.SH,19588,18国债06,,2048/3/19 0:00,2018/3/19 0:00,4.22,4.22%,100,100,2,,,,财政部,80200000000,"每年3月19日和9月19日付息,节假日顺延",102.0695,100,,,,,,,,,2018/9/13 0:00
019925.SH,19925,09国债25,,2039/10/15 0:00,2009/10/15 0:00,4.18,4.18%,95.01,100,2,,,,财政部,24000000000,"每年10月15日和4月15日付息,节假日顺延",96.7507,95.01,,,,,,,,,2018/9/13 0:00
019802.SH,19802,08国债02,,2023/2/28 0:00,2008/2/28 0:00,4.16,4.16%,100,100,2,,,,财政部,28000000000,"每年2月28日和8月28日付息,节假日顺延",100.1938,100,,,,,,,,,2018/9/13 0:00
019110.SH,19110,11国债10,,2031/4/28 0:00,2011/4/28 0:00,4.15,4.15%,113.04,100,2,,,,财政部,58000000000,"每年4月28日和10月28日付息,节假日顺延",114.6204,113.04,,,,,,,,,2018/9/13 0:00
019323.SH,19323,13国债23,,2018/11/7 0:00,2013/11/7 0:00,4.13,4.13%,100.2,100,1,,,,财政部,57210000000,"每年11月7日付息,节假日顺延",103.719,100.2,,,,,,,,,2018/9/13 0:00
019421.SH,19421,14国债21,,2024/9/18 0:00,2014/9/18 0:00,4.13,4.13%,103,100,2,,,,财政部,85790000000,"每年3月18日和9月18日付息,节假日顺延",105.0367,103,,,,,,,,,2018/9/13 0:00
019594.SH,19594,18国债12,,2068/5/21 0:00,2018/5/21 0:00,4.13,4.13%,100,100,2,,,,财政部,30520000000,"每年5月21日和11月21日付息,节假日顺延",101.3125,100,,,,,,,,,2018/9/13 0:00
019213.SH,19213,12国债13,,2042/8/2 0:00,2012/8/2 0:00,4.12,4.12%,100,100,2,,,,财政部,28000000000,"每年2月2日和8月2日付息,节假日顺延",100.4854,100,,,,,,,,,2018/9/13 0:00
010504.SH,10504,05国债(4),,2025/5/15 0:00,2005/5/15 0:00,4.11,4.11%,102.6,100,2,,,,财政部,33920000000,"每年5月15日和11月15日付息,节假日顺延",103.9738,102.6,,,,,,,,,2018/9/13 0:00
019218.SH,19218,12国债18,,2032/9/27 0:00,2012/9/27 0:00,4.1,4.10%,101.33,100,2,,,,财政部,28000000000,"每年3月27日和9月27日付息,节假日顺延",103.2508,101.33,,,,,,,,,2018/9/13 0:00
019508.SH,19508,15国债08,,2035/4/27 0:00,2015/4/27 0:00,4.09,4.09%,102,100,2,,,,财政部,26000000000,"每年4月27日和10月27日付息,节假日顺延",103.5688,102,,,,,,,,,2018/9/13 0:00
019003.SH,19003,10国债03,,2040/3/1 0:00,2010/3/1 0:00,4.08,4.08%,100,100,2,,,,财政部,24000000000,"每年3月1日和9月1日付息,节假日顺延",100.1453,100,,,,,,,,,2018/9/13 0:00
019318.SH,19318,13国债18,,2023/8/22 0:00,2013/8/22 0:00,4.08,4.08%,103.33,100,2,,,,财政部,1.1188E+11,"每年2月22日和8月22日付息,节假日顺延",103.5871,103.33,,,,,,,,,2018/9/13 0:00
019565.SH,19565,17国债11,,2067/5/22 0:00,2017/5/22 0:00,4.08,4.08%,100,100,2,,,,财政部,29150000000,"每年5月22日和11月22日付息,节假日顺延",101.2855,100,,,,,,,,,2018/9/13 0:00
019212.SH,19212,12国债12,,2042/6/28 0:00,2012/6/28 0:00,4.07,4.07%,101.94,100,2,,,,财政部,28000000000,"每年6月28日和12月28日付息,节假日顺延",102.8098,101.94,,,,,,,,,2018/9/13 0:00
019320.SH,19320,13国债20,,2020/10/17 0:00,2013/10/17 0:00,4.07,4.07%,102.31,100,1,,,,财政部,88890000000,"每年10月17日付息,节假日顺延",106.012,102.31,,,,,,,,,2018/9/13 0:00
019569.SH,19569,17国债15,,2047/7/24 0:00,2017/7/24 0:00,4.05,4.05%,98.48,100,2,,,,财政部,87120000000,"每年7月24日和1月24日付息,节假日顺延",99.057,98.48,,,,,,,,,2018/9/13 0:00
019408.SH,19408,14国债08,,2019/4/24 0:00,2014/4/24 0:00,4.04,4.04%,103.11,100,1,,,,财政部,57000000000,"每年4月24日付息,节假日顺延",104.6928,103.11,,,,,,,,,2018/9/13 0:00
019014.SH,19014,10国债14,,2060/5/24 0:00,2010/5/24 0:00,4.03,4.03%,100,100,2,,,,财政部,28000000000,"每年5月24日和11月24日付息,节假日顺延",101.2476,100,,,,,,,,,2018/9/13 0:00
019018.SH,19018,10国债18,,2040/6/21 0:00,2010/6/21 0:00,4.03,4.03%,100,100,2,,,,财政部,28000000000,"每年6月21日和12月21日付息,节假日顺延",100.9385,100,,,,,,,,,2018/9/13 0:00
019206.SH,19206,12国债06,,2032/4/23 0:00,2012/4/23 0:00,4.03,4.03%,100,100,2,,,,财政部,28000000000,"每年4月23日和10月23日付息,节假日顺延",101.5899,100,,,,,,,,,2018/9/13 0:00
019905.SH,19905,09国债05,,2039/4/9 0:00,2009/4/9 0:00,4.02,4.02%,100,100,2,,,,财政部,22000000000,"每年4月9日和10月9日付息,节假日顺延",101.7402,100,,,,,,,,,2018/9/13 0:00
019413.SH,19413,14国债13,,2021/7/3 0:00,2014/7/3 0:00,4.02,4.02%,100.19,100,1,,,,财政部,84030000000,"每年7月3日付息,节假日顺延",100.994,100.19,,,,,,,,,2018/9/13 0:00
019920.SH,19920,09国债20,,2029/8/27 0:00,2009/8/27 0:00,4,4%,100,100,2,,,,财政部,26000000000,"每年8月27日和2月27日付息,节假日顺延",100.1973,100,,,,,,,,,2018/9/13 0:00
019412.SH,19412,14国债12,,2024/6/19 0:00,2014/6/19 0:00,4,4.00%,107.13,100,2,,,,财政部,84010000000,"每年0619,1219付息,节假日顺延",108.0834,107.13,,,,,,,,,2018/9/13 0:00
019115.SH,19115,11国债15,,2021/6/16 0:00,2011/6/16 0:00,3.99,3.99%,106.12,100,2,,,,财政部,61930000000,"每年6月16日,12月16日付息,节假日顺延",107.1038,106.12,,,,,,,,,2018/9/13 0:00
019309.SH,19309,13国债09,,2033/4/22 0:00,2013/4/22 0:00,3.99,3.99%,112.11,100,2,,,,财政部,26000000000,"每年4月22日和10月22日付息,节假日顺延",113.6951,112.11,,,,,,,,,2018/9/13 0:00
